date,total_cases,sgtf_unknown,total_sgt,sgtf,non_sgtf,source,region
2021-11-01,36591,20047,16544,18,16526,public,England
2021-11-02,30264,17836,12428,17,12411,public,England
2021-11-03,28264,14616,13648,16,13632,public,England
2021-11-04,25915,14808,11107,8,11099,public,England
2021-11-05,23709,12614,11095,14,11081,public,England
2021-11-06,21960,12190,9770,3,9767,public,England
2021-11-07,24785,14593,10192,3,10189,public,England
2021-11-08,35110,19091,16019,19,16000,public,England
2021-11-09,33752,17534,16218,13,16205,public,England
2021-11-10,34398,19005,15393,12,15381,public,England
2021-11-11,32737,17440,15297,8,15289,public,England
2021-11-12,30413,15819,14594,7,14587,public,England
2021-11-13,26689,13387,13302,6,13296,public,England
2021-11-14,28794,16614,12180,5,12175,public,England
2021-11-15,41361,18011,23350,20,23330,public,England
2021-11-16,37534,17907,19627,10,19617,public,England
2021-11-17,37258,18323,18935,11,18924,public,England
2021-11-18,36058,16546,19512,11,19501,public,England
2021-11-19,32302,15341,16961,16,16945,public,England
2021-11-20,29099,13968,15131,5,15126,public,England
2021-11-21,30927,15633,15294,18,15276,public,England
2021-11-22,41711,20592,21119,20,21099,public,England
2021-11-23,39935,19335,20600,11,20589,public,England
2021-11-24,38754,20644,18110,17,18093,public,England
2021-11-25,36092,16404,19688,27,19661,public,England
2021-11-26,32752,17280,15472,35,15437,public,England
2021-11-27,27660,15442,12218,43,12175,public,England
2021-11-28,32921,19164,13757,27,13730,public,England
2021-11-29,46488,24016,22472,75,22397,public,England
2021-11-30,46229,24755,21474,83,21391,public,England
2021-12-01,45754,24651,21103,103,21000,public,England
2021-12-02,41644,22831,18813,149,18664,public,England
2021-12-03,37869,20328,17541,210,17331,public,England
2021-12-04,32228,17456,14772,243,14529,public,England
2021-12-05,33806,18664,15142,373,14769,public,England
2021-12-06,49020,29602,19418,865,18553,public,England
2021-12-07,45946,26444,19502,1658,17844,public,England
2021-12-08,47539,28106,19433,2472,16961,public,England
2021-12-09,46268,24809,21459,3475,17984,public,England
2021-12-10,42472,18048,24424,5019,19405,public,England
2021-12-11,39416,22159,17257,3779,13478,public,England
2021-12-12,43239,25341,17898,5853,12045,public,England
2021-12-13,69232,46493,22739,9372,13367,public,England
2021-11-01,3186,2312,874,0,874,public,East Midlands
2021-11-02,2565,1840,725,1,724,public,East Midlands
2021-11-03,2490,1733,757,0,757,public,East Midlands
2021-11-04,2228,1630,598,0,598,public,East Midlands
2021-11-05,2196,1628,568,1,567,public,East Midlands
2021-11-06,2037,1062,975,0,975,public,East Midlands
2021-11-07,2364,1457,907,0,907,public,East Midlands
2021-11-08,3353,1771,1582,4,1578,public,East Midlands
2021-11-09,3327,1801,1526,0,1526,public,East Midlands
2021-11-10,3227,1699,1528,4,1524,public,East Midlands
2021-11-11,2984,1452,1532,1,1531,public,East Midlands
2021-11-12,2861,1197,1664,1,1663,public,East Midlands
2021-11-13,2367,1160,1207,0,1207,public,East Midlands
2021-11-14,2611,1376,1235,2,1233,public,East Midlands
2021-11-15,3659,1281,2378,4,2374,public,East Midlands
2021-11-16,3506,1475,2031,0,2031,public,East Midlands
2021-11-17,3368,1231,2137,3,2134,public,East Midlands
2021-11-18,3237,1208,2029,2,2027,public,East Midlands
2021-11-19,2927,817,2110,5,2105,public,East Midlands
2021-11-20,2549,591,1958,0,1958,public,East Midlands
2021-11-21,2744,681,2063,6,2057,public,East Midlands
2021-11-22,3763,990,2773,1,2772,public,East Midlands
2021-11-23,3571,834,2737,4,2733,public,East Midlands
2021-11-24,3412,1513,1899,4,1895,public,East Midlands
2021-11-25,3132,1051,2081,3,2078,public,East Midlands
2021-11-26,2792,1494,1298,6,1292,public,East Midlands
2021-11-27,2407,1364,1043,4,1039,public,East Midlands
2021-11-28,2815,1671,1144,3,1141,public,East Midlands
2021-11-29,3956,2008,1948,15,1933,public,East Midlands
2021-11-30,3943,2296,1647,10,1637,public,East Midlands
2021-12-01,4007,2410,1597,9,1588,public,East Midlands
2021-12-02,3813,2577,1236,21,1215,public,East Midlands
2021-12-03,3324,2197,1127,44,1083,public,East Midlands
2021-12-04,2933,1019,1914,24,1890,public,East Midlands
2021-12-05,3016,1223,1793,15,1778,public,East Midlands
2021-12-06,4122,2682,1440,55,1385,public,East Midlands
2021-12-07,3827,1596,2231,140,2091,public,East Midlands
2021-12-08,3934,2471,1463,102,1361,public,East Midlands
2021-12-09,3830,1391,2439,257,2182,public,East Midlands
2021-12-10,3403,903,2500,360,2140,public,East Midlands
2021-12-11,3151,948,2203,396,1807,public,East Midlands
2021-12-12,3216,1793,1423,389,1034,public,East Midlands
2021-12-13,4793,1761,3032,1158,1874,public,East Midlands
2021-11-01,4291,2992,1299,0,1299,public,East of England
2021-11-02,3568,2393,1175,2,1173,public,East of England
2021-11-03,3258,1700,1558,1,1557,public,East of England
2021-11-04,2979,1875,1104,2,1102,public,East of England
2021-11-05,2582,1568,1014,5,1009,public,East of England
2021-11-06,2553,1457,1096,0,1096,public,East of England
2021-11-07,2772,1564,1208,0,1208,public,East of England
2021-11-08,3971,2094,1877,0,1877,public,East of England
2021-11-09,3999,1956,2043,1,2042,public,East of England
2021-11-10,4017,2070,1947,2,1945,public,East of England
2021-11-11,3874,1842,2032,0,2032,public,East of England
2021-11-12,3536,1716,1820,0,1820,public,East of England
2021-11-13,3186,1452,1734,1,1733,public,East of England
2021-11-14,3532,1856,1676,0,1676,public,East of England
2021-11-15,4830,1680,3150,3,3147,public,East of England
2021-11-16,4396,2334,2062,0,2062,public,East of England
2021-11-17,4362,2249,2113,0,2113,public,East of England
2021-11-18,4116,1966,2150,1,2149,public,East of England
2021-11-19,3672,1803,1869,1,1868,public,East of England
2021-11-20,3555,1400,2155,1,2154,public,East of England
2021-11-21,3706,1612,2094,2,2092,public,East of England
2021-11-22,4962,2578,2384,4,2380,public,East of England
2021-11-23,4818,2346,2472,2,2470,public,East of England
2021-11-24,4694,2445,2249,2,2247,public,East of England
2021-11-25,4229,1329,2900,4,2896,public,East of England
2021-11-26,3947,1989,1958,5,1953,public,East of England
2021-11-27,3502,1813,1689,7,1682,public,East of England
2021-11-28,4148,2419,1729,5,1724,public,East of England
2021-11-29,5631,3100,2531,7,2524,public,East of England
2021-11-30,5813,3341,2472,11,2461,public,East of England
2021-12-01,5691,3324,2367,7,2360,public,East of England
2021-12-02,5111,2971,2140,19,2121,public,East of England
2021-12-03,4662,2466,2196,29,2167,public,East of England
2021-12-04,3884,1281,2603,36,2567,public,East of England
2021-12-05,4066,1830,2236,60,2176,public,East of England
2021-12-06,5891,3118,2773,134,2639,public,East of England
2021-12-07,5734,3222,2512,238,2274,public,East of England
2021-12-08,5742,2947,2795,368,2427,public,East of England
2021-12-09,5711,2748,2963,507,2456,public,East of England
2021-12-10,5264,1566,3698,749,2949,public,East of England
2021-12-11,5175,2441,2734,656,2078,public,East of England
2021-12-12,5477,2879,2598,916,1682,public,East of England
2021-12-13,8362,5500,2862,1374,1488,public,East of England
2021-11-01,3810,2753,1057,1,1056,public,London
2021-11-02,3346,2283,1063,2,1061,public,London
2021-11-03,3152,1875,1277,2,1275,public,London
2021-11-04,2944,1982,962,1,961,public,London
2021-11-05,2699,1747,952,1,951,public,London
2021-11-06,2480,1843,637,2,635,public,London
2021-11-07,2742,2149,593,0,593,public,London
2021-11-08,3885,2571,1314,5,1309,public,London
2021-11-09,3910,2445,1465,2,1463,public,London
2021-11-10,4030,2864,1166,0,1166,public,London
2021-11-11,3844,2693,1151,1,1150,public,London
2021-11-12,3583,2559,1024,2,1022,public,London
2021-11-13,3169,2049,1120,1,1119,public,London
2021-11-14,3180,2501,679,0,679,public,London
2021-11-15,5016,3353,1663,3,1660,public,London
2021-11-16,4344,2687,1657,4,1653,public,London
2021-11-17,4410,2740,1670,3,1667,public,London
2021-11-18,4386,2460,1926,4,1922,public,London
2021-11-19,3869,2474,1395,4,1391,public,London
2021-11-20,3614,2254,1360,1,1359,public,London
2021-11-21,3749,2384,1365,0,1365,public,London
2021-11-22,5287,3525,1762,5,1757,public,London
2021-11-23,5160,3466,1694,2,1692,public,London
2021-11-24,5265,3680,1585,5,1580,public,London
2021-11-25,5072,3265,1807,3,1804,public,London
2021-11-26,4510,2902,1608,10,1598,public,London
2021-11-27,4219,2767,1452,12,1440,public,London
2021-11-28,4255,3148,1107,9,1098,public,London
2021-11-29,6668,4383,2285,18,2267,public,London
2021-11-30,6656,4873,1783,24,1759,public,London
2021-12-01,6868,5133,1735,27,1708,public,London
2021-12-02,6336,4681,1655,36,1619,public,London
2021-12-03,5888,4287,1601,49,1552,public,London
2021-12-04,5163,3162,2001,113,1888,public,London
2021-12-05,5297,3736,1561,161,1400,public,London
2021-12-06,8161,5506,2655,355,2300,public,London
2021-12-07,8518,5807,2711,655,2056,public,London
2021-12-08,9349,6291,3058,1068,1990,public,London
2021-12-09,9602,5837,3765,1513,2252,public,London
2021-12-10,9497,4950,4547,2023,2524,public,London
2021-12-11,9100,7377,1723,877,846,public,London
2021-12-12,11298,8223,3075,1833,1242,public,London
2021-12-13,20510,17239,3271,2403,868,public,London
2021-11-01,2134,432,1702,1,1701,public,North East
2021-11-02,1716,1239,477,0,477,public,North East
2021-11-03,1564,659,905,0,905,public,North East
2021-11-04,1400,772,628,0,628,public,North East
2021-11-05,1305,599,706,0,706,public,North East
2021-11-06,1145,618,527,0,527,public,North East
2021-11-07,1281,842,439,0,439,public,North East
2021-11-08,1803,687,1116,0,1116,public,North East
2021-11-09,1590,595,995,1,994,public,North East
2021-11-10,1620,532,1088,0,1088,public,North East
2021-11-11,1501,343,1158,0,1158,public,North East
2021-11-12,1401,245,1156,1,1155,public,North East
2021-11-13,1187,348,839,0,839,public,North East
2021-11-14,1209,345,864,0,864,public,North East
2021-11-15,1711,535,1176,0,1176,public,North East
2021-11-16,1594,514,1080,0,1080,public,North East
2021-11-17,1735,267,1468,0,1468,public,North East
2021-11-18,1552,217,1335,2,1333,public,North East
2021-11-19,1384,187,1197,0,1197,public,North East
2021-11-20,1197,172,1025,0,1025,public,North East
2021-11-21,1249,311,938,0,938,public,North East
2021-11-22,1821,357,1464,0,1464,public,North East
2021-11-23,1659,314,1345,0,1345,public,North East
2021-11-24,1598,292,1306,0,1306,public,North East
2021-11-25,1462,264,1198,1,1197,public,North East
2021-11-26,1272,228,1044,0,1044,public,North East
2021-11-27,778,193,585,0,585,public,North East
2021-11-28,1426,266,1160,1,1159,public,North East
2021-11-29,1763,265,1498,2,1496,public,North East
2021-11-30,1716,250,1466,1,1465,public,North East
2021-12-01,1688,232,1456,4,1452,public,North East
2021-12-02,1475,197,1278,2,1276,public,North East
2021-12-03,1318,253,1065,2,1063,public,North East
2021-12-04,1130,241,889,1,888,public,North East
2021-12-05,1217,234,983,2,981,public,North East
2021-12-06,1719,306,1413,5,1408,public,North East
2021-12-07,1481,263,1218,5,1213,public,North East
2021-12-08,1699,349,1350,3,1347,public,North East
2021-12-09,1580,319,1261,31,1230,public,North East
2021-12-10,1316,240,1076,47,1029,public,North East
2021-12-11,1191,245,946,54,892,public,North East
2021-12-12,1349,764,585,62,523,public,North East
2021-12-13,1970,504,1466,207,1259,public,North East
2021-11-01,4676,1537,3139,3,3136,public,North West
2021-11-02,3950,1642,2308,3,2305,public,North West
2021-11-03,3725,1692,2033,0,2033,public,North West
2021-11-04,3295,1311,1984,1,1983,public,North West
2021-11-05,3056,489,2567,1,2566,public,North West
2021-11-06,2774,490,2284,1,2283,public,North West
2021-11-07,3127,643,2484,0,2484,public,North West
2021-11-08,4526,823,3703,1,3702,public,North West
2021-11-09,4190,637,3553,3,3550,public,North West
2021-11-10,4021,657,3364,3,3361,public,North West
2021-11-11,3937,586,3351,1,3350,public,North West
2021-11-12,3595,524,3071,1,3070,public,North West
2021-11-13,3051,506,2545,0,2545,public,North West
2021-11-14,3267,745,2522,0,2522,public,North West
2021-11-15,4945,694,4251,1,4250,public,North West
2021-11-16,4485,701,3784,1,3783,public,North West
2021-11-17,4451,732,3719,0,3719,public,North West
2021-11-18,4333,643,3690,0,3690,public,North West
2021-11-19,3701,534,3167,1,3166,public,North West
2021-11-20,3242,530,2712,0,2712,public,North West
2021-11-21,3419,819,2600,0,2600,public,North West
2021-11-22,4593,729,3864,0,3864,public,North West
2021-11-23,4470,688,3782,0,3782,public,North West
2021-11-24,4162,729,3433,1,3432,public,North West
2021-11-25,3989,599,3390,3,3387,public,North West
2021-11-26,3577,493,3084,1,3083,public,North West
2021-11-27,2851,454,2397,4,2393,public,North West
2021-11-28,3507,740,2767,3,2764,public,North West
2021-11-29,4835,740,4095,4,4091,public,North West
2021-11-30,5030,721,4309,12,4297,public,North West
2021-12-01,4978,684,4294,19,4275,public,North West
2021-12-02,4534,590,3944,28,3916,public,North West
2021-12-03,4127,529,3598,39,3559,public,North West
2021-12-04,3181,2047,1134,14,1120,public,North West
2021-12-05,3691,750,2941,51,2890,public,North West
2021-12-06,5801,2799,3002,128,2874,public,North West
2021-12-07,5009,1691,3318,240,3078,public,North West
2021-12-08,5238,2557,2681,308,2373,public,North West
2021-12-09,4895,2127,2768,377,2391,public,North West
2021-12-10,4356,484,3872,701,3171,public,North West
2021-12-11,4060,765,3295,711,2584,public,North West
2021-12-12,4275,959,3316,984,2332,public,North West
2021-12-13,6953,3533,3420,1301,2119,public,North West
2021-11-01,6356,4800,1556,9,1547,public,South East
2021-11-02,5234,4052,1182,2,1180,public,South East
2021-11-03,4764,3301,1463,10,1453,public,South East
2021-11-04,4494,3480,1014,1,1013,public,South East
2021-11-05,4189,3097,1092,4,1088,public,South East
2021-11-06,3768,2979,789,0,789,public,South East
2021-11-07,4363,3535,828,3,825,public,South East
2021-11-08,6103,4836,1267,6,1261,public,South East
2021-11-09,6024,4348,1676,4,1672,public,South East
2021-11-10,6524,4991,1533,3,1530,public,South East
2021-11-11,6287,4900,1387,5,1382,public,South East
2021-11-12,5657,4385,1272,1,1271,public,South East
2021-11-13,5365,3735,1630,3,1627,public,South East
2021-11-14,5670,4276,1394,3,1391,public,South East
2021-11-15,8195,4490,3705,7,3698,public,South East
2021-11-16,7213,4535,2678,5,2673,public,South East
2021-11-17,7220,4677,2543,4,2539,public,South East
2021-11-18,7343,4772,2571,0,2571,public,South East
2021-11-19,6776,4969,1807,3,1804,public,South East
2021-11-20,6124,4647,1477,0,1477,public,South East
2021-11-21,6794,5094,1700,6,1694,public,South East
2021-11-22,8900,6457,2443,6,2437,public,South East
2021-11-23,8647,6136,2511,2,2509,public,South East
2021-11-24,8377,6221,2156,0,2156,public,South East
2021-11-25,7832,5145,2687,9,2678,public,South East
2021-11-26,7069,5314,1755,8,1747,public,South East
2021-11-27,6455,4842,1613,9,1604,public,South East
2021-11-28,7217,5548,1669,4,1665,public,South East
2021-11-29,10113,7490,2623,19,2604,public,South East
2021-11-30,9931,7403,2528,9,2519,public,South East
2021-12-01,10019,7405,2614,21,2593,public,South East
2021-12-02,8997,6838,2159,29,2130,public,South East
2021-12-03,8171,5700,2471,23,2448,public,South East
2021-12-04,6984,4670,2314,32,2282,public,South East
2021-12-05,7156,5405,1751,46,1705,public,South East
2021-12-06,9852,7240,2612,127,2485,public,South East
2021-12-07,9349,6625,2724,249,2475,public,South East
2021-12-08,9456,6484,2972,367,2605,public,South East
2021-12-09,9012,5895,3117,435,2682,public,South East
2021-12-10,8340,5543,2797,536,2261,public,South East
2021-12-11,7698,5997,1701,440,1261,public,South East
2021-12-12,8120,6245,1875,641,1234,public,South East
2021-12-13,12513,9559,2954,1196,1758,public,South East
2021-11-01,4482,3676,806,1,805,public,South West
2021-11-02,3741,3070,671,0,671,public,South West
2021-11-03,3413,2419,994,0,994,public,South West
2021-11-04,3122,2406,716,0,716,public,South West
2021-11-05,2978,2184,794,0,794,public,South West
2021-11-06,2680,2084,596,0,596,public,South West
2021-11-07,3128,2269,859,0,859,public,South West
2021-11-08,4494,3444,1050,0,1050,public,South West
2021-11-09,4235,3242,993,0,993,public,South West
2021-11-10,4311,3353,958,0,958,public,South West
2021-11-11,4056,3233,823,0,823,public,South West
2021-11-12,3847,3129,718,0,718,public,South West
2021-11-13,3398,2527,871,0,871,public,South West
2021-11-14,3600,2848,752,0,752,public,South West
2021-11-15,5101,3759,1342,0,1342,public,South West
2021-11-16,4758,4181,577,0,577,public,South West
2021-11-17,4553,4086,467,0,467,public,South West
2021-11-18,4318,3754,564,0,564,public,South West
2021-11-19,3793,3457,336,0,336,public,South West
2021-11-20,3561,3258,303,0,303,public,South West
2021-11-21,3756,3456,300,0,300,public,South West
2021-11-22,4943,4474,469,0,469,public,South West
2021-11-23,4713,3706,1007,0,1007,public,South West
2021-11-24,4471,3628,843,0,843,public,South West
2021-11-25,4190,3112,1078,1,1077,public,South West
2021-11-26,3980,3214,766,1,765,public,South West
2021-11-27,3289,2505,784,3,781,public,South West
2021-11-28,4066,3322,744,0,744,public,South West
2021-11-29,5658,4531,1127,4,1123,public,South West
2021-11-30,5391,4284,1107,6,1101,public,South West
2021-12-01,5186,4047,1139,4,1135,public,South West
2021-12-02,4773,3894,879,3,876,public,South West
2021-12-03,4254,3099,1155,12,1143,public,South West
2021-12-04,3715,2488,1227,15,1212,public,South West
2021-12-05,3764,2962,802,15,787,public,South West
2021-12-06,5430,4631,799,18,781,public,South West
2021-12-07,4786,4252,534,32,502,public,South West
2021-12-08,4708,3978,730,60,670,public,South West
2021-12-09,4537,3708,829,77,752,public,South West
2021-12-10,4009,2991,1018,133,885,public,South West
2021-12-11,3472,2984,488,78,410,public,South West
2021-12-12,3603,2735,868,201,667,public,South West
2021-12-13,5424,4581,843,258,585,public,South West
2021-11-01,3928,1058,2870,1,2869,public,West Midlands
2021-11-02,3025,843,2182,3,2179,public,West Midlands
2021-11-03,2931,843,2088,0,2088,public,West Midlands
2021-11-04,2769,968,1801,0,1801,public,West Midlands
2021-11-05,2359,1037,1322,0,1322,public,West Midlands
2021-11-06,2414,1330,1084,0,1084,public,West Midlands
2021-11-07,2700,1604,1096,0,1096,public,West Midlands
2021-11-08,3693,2291,1402,1,1401,public,West Midlands
2021-11-09,3279,2094,1185,1,1184,public,West Midlands
2021-11-10,3535,2374,1161,0,1161,public,West Midlands
2021-11-11,3223,1954,1269,0,1269,public,West Midlands
2021-11-12,3017,1711,1306,0,1306,public,West Midlands
2021-11-13,2525,1256,1269,0,1269,public,West Midlands
2021-11-14,2943,2039,904,0,904,public,West Midlands
2021-11-15,4157,1734,2423,2,2421,public,West Midlands
2021-11-16,4003,1120,2883,0,2883,public,West Midlands
2021-11-17,3847,1838,2009,1,2008,public,West Midlands
2021-11-18,3685,1248,2437,0,2437,public,West Midlands
2021-11-19,3422,857,2565,1,2564,public,West Midlands
2021-11-20,2950,842,2108,2,2106,public,West Midlands
2021-11-21,3101,859,2242,3,2239,public,West Midlands
2021-11-22,4081,1046,3035,1,3034,public,West Midlands
2021-11-23,3705,1414,2291,0,2291,public,West Midlands
2021-11-24,3740,1736,2004,2,2002,public,West Midlands
2021-11-25,3420,1321,2099,1,2098,public,West Midlands
2021-11-26,3118,1363,1755,3,1752,public,West Midlands
2021-11-27,2355,1173,1182,3,1179,public,West Midlands
2021-11-28,3060,1489,1571,1,1570,public,West Midlands
2021-11-29,4297,1114,3183,6,3177,public,West Midlands
2021-11-30,4272,1204,3068,6,3062,public,West Midlands
2021-12-01,3975,984,2991,7,2984,public,West Midlands
2021-12-02,3685,891,2794,7,2787,public,West Midlands
2021-12-03,3481,1527,1954,7,1947,public,West Midlands
2021-12-04,3053,2254,799,5,794,public,West Midlands
2021-12-05,3152,2023,1129,10,1119,public,West Midlands
2021-12-06,4677,2830,1847,21,1826,public,West Midlands
2021-12-07,4226,2604,1622,38,1584,public,West Midlands
2021-12-08,4276,2602,1674,97,1577,public,West Midlands
2021-12-09,4109,2434,1675,137,1538,public,West Midlands
2021-12-10,3719,985,2734,311,2423,public,West Midlands
2021-12-11,3202,980,2222,344,1878,public,West Midlands
2021-12-12,3269,1038,2231,490,1741,public,West Midlands
2021-12-13,4943,2532,2411,773,1638,public,West Midlands
2021-11-01,3728,487,3241,2,3239,public,Yorkshire and Humber
2021-11-02,3119,474,2645,4,2641,public,Yorkshire and Humber
2021-11-03,2967,394,2573,3,2570,public,Yorkshire and Humber
2021-11-04,2684,384,2300,3,2297,public,Yorkshire and Humber
2021-11-05,2345,265,2080,2,2078,public,Yorkshire and Humber
2021-11-06,2109,327,1782,0,1782,public,Yorkshire and Humber
2021-11-07,2308,530,1778,0,1778,public,Yorkshire and Humber
2021-11-08,3282,574,2708,2,2706,public,Yorkshire and Humber
2021-11-09,3198,416,2782,1,2781,public,Yorkshire and Humber
2021-11-10,3113,465,2648,0,2648,public,Yorkshire and Humber
2021-11-11,3031,437,2594,0,2594,public,Yorkshire and Humber
2021-11-12,2916,353,2563,1,2562,public,Yorkshire and Humber
2021-11-13,2441,354,2087,1,2086,public,Yorkshire and Humber
2021-11-14,2782,628,2154,0,2154,public,Yorkshire and Humber
2021-11-15,3747,485,3262,0,3262,public,Yorkshire and Humber
2021-11-16,3235,360,2875,0,2875,public,Yorkshire and Humber
2021-11-17,3312,503,2809,0,2809,public,Yorkshire and Humber
2021-11-18,3088,278,2810,2,2808,public,Yorkshire and Humber
2021-11-19,2758,243,2515,1,2514,public,Yorkshire and Humber
2021-11-20,2307,274,2033,1,2032,public,Yorkshire and Humber
2021-11-21,2409,417,1992,1,1991,public,Yorkshire and Humber
2021-11-22,3361,436,2925,3,2922,public,Yorkshire and Humber
2021-11-23,3192,431,2761,1,2760,public,Yorkshire and Humber
2021-11-24,3035,400,2635,3,2632,public,Yorkshire and Humber
2021-11-25,2766,318,2448,2,2446,public,Yorkshire and Humber
2021-11-26,2487,283,2204,1,2203,public,Yorkshire and Humber
2021-11-27,1804,331,1473,1,1472,public,Yorkshire and Humber
2021-11-28,2427,561,1866,1,1865,public,Yorkshire and Humber
2021-11-29,3567,385,3182,0,3182,public,Yorkshire and Humber
2021-11-30,3477,383,3094,4,3090,public,Yorkshire and Humber
2021-12-01,3342,432,2910,5,2905,public,Yorkshire and Humber
2021-12-02,2920,192,2728,4,2724,public,Yorkshire and Humber
2021-12-03,2644,270,2374,5,2369,public,Yorkshire and Humber
2021-12-04,2185,294,1891,3,1888,public,Yorkshire and Humber
2021-12-05,2447,501,1946,13,1933,public,Yorkshire and Humber
2021-12-06,3367,490,2877,22,2855,public,Yorkshire and Humber
2021-12-07,3016,384,2632,61,2571,public,Yorkshire and Humber
2021-12-08,3137,427,2710,99,2611,public,Yorkshire and Humber
2021-12-09,2992,350,2642,141,2501,public,Yorkshire and Humber
2021-12-10,2568,386,2182,159,2023,public,Yorkshire and Humber
2021-12-11,2367,422,1945,223,1722,public,Yorkshire and Humber
2021-12-12,2632,705,1927,337,1590,public,Yorkshire and Humber
2021-12-13,3764,1284,2480,702,1778,public,Yorkshire and Humber
