date,total_cases,sgtf_unknown,total_sgt,sgtf,non_sgtf,source,region
2021-12-24,8417,2205,6212,5405,807,private,North East and Yorkshire
2021-12-25,3651,155,3496,3175,321,private,North East and Yorkshire
2021-12-26,7109,347,6762,6160,602,private,North East and Yorkshire
2021-12-27,11109,779,10330,9540,790,private,North East and Yorkshire
2021-12-28,13229,957,12272,11560,712,private,North East and Yorkshire
2021-12-29,17844,2357,15487,14600,887,private,North East and Yorkshire
2021-12-30,16230,1173,15057,14563,494,private,North East and Yorkshire
2021-12-31,14043,2118,11925,11574,351,private,North East and Yorkshire
2022-01-01,8344,424,7920,7737,183,private,North East and Yorkshire
2022-01-02,14311,946,13365,13017,348,private,North East and Yorkshire
2022-01-03,19849,1414,18435,18041,394,private,North East and Yorkshire
2022-01-04,25504,2997,22507,22014,493,private,North East and Yorkshire
2022-01-05,21163,1413,19750,19404,346,private,North East and Yorkshire
2022-01-06,16219,1223,14996,14761,235,private,North East and Yorkshire
2022-01-07,11018,2319,8699,8561,138,private,North East and Yorkshire
2022-01-08,7266,1809,5457,5390,67,private,North East and Yorkshire
2022-01-09,6485,638,5847,5801,46,private,North East and Yorkshire
2022-01-10,9845,829,9016,8907,109,private,North East and Yorkshire
2022-01-11,7457,607,6850,6784,66,private,North East and Yorkshire
2022-01-12,6043,457,5586,5528,58,private,North East and Yorkshire
2022-01-13,5437,411,5026,4965,61,private,North East and Yorkshire
2022-01-14,4490,389,4101,4068,33,private,North East and Yorkshire
2022-01-15,3459,284,3175,3139,36,private,North East and Yorkshire
2022-01-16,3419,286,3133,3101,32,private,North East and Yorkshire
2022-01-17,5652,560,5092,5035,57,private,North East and Yorkshire
2022-01-18,5056,448,4608,4564,44,private,North East and Yorkshire
2022-01-19,4583,378,4205,4152,53,private,North East and Yorkshire
2022-01-20,3848,393,3455,3410,45,private,North East and Yorkshire
2022-01-21,3487,365,3122,3082,40,private,North East and Yorkshire
2022-01-22,2819,317,2502,2455,47,private,North East and Yorkshire
2022-01-23,2852,375,2477,2434,43,private,North East and Yorkshire
2022-01-24,4464,589,3875,3786,89,private,North East and Yorkshire
2022-01-25,3975,565,3410,3315,95,private,North East and Yorkshire
2022-01-26,3774,480,3294,3185,109,private,North East and Yorkshire
2022-01-27,3340,416,2924,2819,105,private,North East and Yorkshire
2022-01-28,2627,328,2299,2212,87,private,North East and Yorkshire
2022-01-29,1878,158,1720,1669,51,private,North East and Yorkshire
2022-01-30,2035,320,1715,1651,64,private,North East and Yorkshire
2022-01-31,3224,448,2776,2615,161,private,North East and Yorkshire
2022-02-01,2684,287,2397,2270,127,private,North East and Yorkshire
2022-02-02,2593,271,2322,2172,150,private,North East and Yorkshire
2022-02-03,2341,259,2082,1943,139,private,North East and Yorkshire
2022-02-04,1913,228,1685,1534,151,private,North East and Yorkshire
2022-02-05,1433,154,1279,1166,113,private,North East and Yorkshire
2022-02-06,1182,125,1057,945,112,private,North East and Yorkshire
2022-02-07,2112,307,1805,1597,208,private,North East and Yorkshire
2022-02-08,1775,243,1532,1339,193,private,North East and Yorkshire
2022-02-09,1669,213,1456,1239,217,private,North East and Yorkshire
2022-02-10,1364,165,1199,991,208,private,North East and Yorkshire
2022-02-11,1093,127,966,808,158,private,North East and Yorkshire
2022-02-12,825,72,753,600,153,private,North East and Yorkshire
2022-02-13,754,93,661,504,157,private,North East and Yorkshire
2022-02-14,1380,178,1202,898,304,private,North East and Yorkshire
2022-02-15,1146,144,1002,741,261,private,North East and Yorkshire
2022-02-16,1185,81,1104,802,302,private,North East and Yorkshire
2022-02-17,1057,99,958,673,285,private,North East and Yorkshire
2022-02-18,823,50,773,530,243,private,North East and Yorkshire
2022-02-19,573,50,523,349,174,private,North East and Yorkshire
2022-02-20,539,38,501,295,206,private,North East and Yorkshire
2022-02-21,961,76,885,541,344,private,North East and Yorkshire
2022-02-22,778,62,716,434,282,private,North East and Yorkshire
2022-02-23,717,70,647,359,288,private,North East and Yorkshire
2022-02-24,606,58,548,267,281,private,North East and Yorkshire
2022-02-25,468,43,425,207,218,private,North East and Yorkshire
2022-02-26,385,33,352,155,197,private,North East and Yorkshire
2022-02-27,506,74,432,159,273,private,North East and Yorkshire
2022-02-28,137,40,97,49,48,private,North East and Yorkshire
2021-11-15,2628,202,2426,1,2425,private,North West
2021-11-16,2413,246,2167,0,2167,private,North West
2021-11-17,2350,257,2093,0,2093,private,North West
2021-11-18,2301,232,2069,0,2069,private,North West
2021-11-19,2060,218,1842,0,1842,private,North West
2021-11-20,1799,211,1588,0,1588,private,North West
2021-11-21,1703,187,1516,0,1516,private,North West
2021-11-22,2549,314,2235,0,2235,private,North West
2021-11-23,2456,268,2188,0,2188,private,North West
2021-11-24,2261,268,1993,0,1993,private,North West
2021-11-25,2107,231,1876,0,1876,private,North West
2021-11-26,1931,192,1739,1,1738,private,North West
2021-11-27,1491,122,1369,1,1368,private,North West
2021-11-28,1795,150,1645,1,1644,private,North West
2021-11-29,2557,219,2338,1,2337,private,North West
2021-11-30,2731,251,2480,7,2473,private,North West
2021-12-01,2789,270,2519,12,2507,private,North West
2021-12-02,2456,227,2229,20,2209,private,North West
2021-12-03,2282,209,2073,25,2048,private,North West
2021-12-04,1715,1110,605,6,599,private,North West
2021-12-05,1922,201,1721,26,1695,private,North West
2021-12-06,3134,1418,1716,66,1650,private,North West
2021-12-07,2726,813,1913,147,1766,private,North West
2021-12-08,2967,1391,1576,192,1384,private,North West
2021-12-09,2758,1184,1574,220,1354,private,North West
2021-12-10,2494,201,2293,419,1874,private,North West
2021-12-11,2237,170,2067,437,1630,private,North West
2021-12-12,2263,183,2080,606,1474,private,North West
2021-12-13,3862,1430,2432,889,1543,private,North West
2021-12-14,4689,1484,3205,1643,1562,private,North West
2021-12-15,5937,1886,4051,2611,1440,private,North West
2021-12-16,5737,1820,3917,2579,1338,private,North West
2021-12-17,5099,1557,3542,2401,1141,private,North West
2021-12-18,4742,1297,3445,2525,920,private,North West
2021-12-19,4898,1382,3516,2743,773,private,North West
2021-12-20,8294,2600,5694,4693,1001,private,North West
2021-12-21,9974,2915,7059,6162,897,private,North West
2021-12-22,11990,1426,10564,9611,953,private,North West
2021-12-23,11714,2809,8905,8133,772,private,North West
2021-12-24,10721,2625,8096,7469,627,private,North West
2021-12-25,4434,201,4233,3981,252,private,North West
2021-12-26,7737,547,7190,6807,383,private,North West
2021-12-27,14254,4060,10194,9632,562,private,North West
2021-12-28,14752,5078,9674,9289,385,private,North West
2021-12-29,19562,9232,10330,9849,481,private,North West
2021-12-30,16748,3033,13715,13346,369,private,North West
2021-12-31,13270,1490,11780,11534,246,private,North West
2022-01-01,7985,516,7469,7302,167,private,North West
2022-01-02,13783,2132,11651,11436,215,private,North West
2022-01-03,16557,2695,13862,13611,251,private,North West
2022-01-04,21550,5897,15653,15387,266,private,North West
2022-01-05,16667,2717,13950,13742,208,private,North West
2022-01-06,12464,2915,9549,9439,110,private,North West
2022-01-07,7401,1733,5668,5584,84,private,North West
2022-01-08,5272,1357,3915,3861,54,private,North West
2022-01-09,4612,615,3997,3940,57,private,North West
2022-01-10,7252,715,6537,6455,82,private,North West
2022-01-11,5074,498,4576,4520,56,private,North West
2022-01-12,4140,446,3694,3644,50,private,North West
2022-01-13,3690,357,3333,3299,34,private,North West
2022-01-14,2847,287,2560,2536,24,private,North West
2022-01-15,2438,244,2194,2165,29,private,North West
2022-01-16,2445,249,2196,2166,30,private,North West
2022-01-17,4026,479,3547,3494,53,private,North West
2022-01-18,3603,363,3240,3185,55,private,North West
2022-01-19,3409,392,3017,2949,68,private,North West
2022-01-20,2759,276,2483,2431,52,private,North West
2022-01-21,2457,260,2197,2153,44,private,North West
2022-01-22,1970,214,1756,1705,51,private,North West
2022-01-23,2015,246,1769,1716,53,private,North West
2022-01-24,3299,436,2863,2753,110,private,North West
2022-01-25,2914,339,2575,2466,109,private,North West
2022-01-26,2606,349,2257,2132,125,private,North West
2022-01-27,2399,318,2081,1972,109,private,North West
2022-01-28,2030,281,1749,1649,100,private,North West
2022-01-29,1546,178,1368,1274,94,private,North West
2022-01-30,1606,233,1373,1260,113,private,North West
2022-01-31,2382,319,2063,1891,172,private,North West
2022-02-01,1970,245,1725,1561,164,private,North West
2022-02-02,1964,287,1677,1493,184,private,North West
2022-02-03,1811,232,1579,1397,182,private,North West
2022-02-04,1365,196,1169,1020,149,private,North West
2022-02-05,1024,150,874,766,108,private,North West
2022-02-06,966,131,835,683,152,private,North West
2022-02-07,1619,222,1397,1151,246,private,North West
2022-02-08,1393,185,1208,988,220,private,North West
2022-02-09,1281,144,1137,886,251,private,North West
2022-02-10,1059,121,938,697,241,private,North West
2022-02-11,828,90,738,536,202,private,North West
2022-02-12,613,78,535,362,173,private,North West
2022-02-13,562,67,495,340,155,private,North West
2022-02-14,1040,88,952,639,313,private,North West
2022-02-15,892,95,797,518,279,private,North West
2022-02-16,896,79,817,522,295,private,North West
2022-02-17,793,69,724,435,289,private,North West
2022-02-18,589,38,551,324,227,private,North West
2022-02-19,541,51,490,240,250,private,North West
2022-02-20,462,40,422,204,218,private,North West
2022-02-21,768,66,702,362,340,private,North West
2022-02-22,674,54,620,311,309,private,North West
2022-02-23,629,59,570,271,299,private,North West
2022-02-24,487,50,437,185,252,private,North West
2022-02-25,458,46,412,168,244,private,North West
2022-02-26,357,35,322,128,194,private,North West
2022-02-27,402,48,354,96,258,private,North West
2022-02-28,180,16,164,56,108,private,North West
2021-11-15,3885,2055,1830,4,1826,private,South East
2021-11-16,3509,2137,1372,2,1370,private,South East
2021-11-17,3476,2177,1299,1,1298,private,South East
2021-11-18,3550,2225,1325,0,1325,private,South East
2021-11-19,3280,2329,951,3,948,private,South East
2021-11-20,2878,2129,749,0,749,private,South East
2021-11-21,2939,2064,875,4,871,private,South East
2021-11-22,4285,3091,1194,3,1191,private,South East
2021-11-23,4281,2960,1321,0,1321,private,South East
2021-11-24,4028,2910,1118,0,1118,private,South East
2021-11-25,3736,2390,1346,5,1341,private,South East
2021-11-26,3362,2476,886,2,884,private,South East
2021-11-27,3062,2221,841,2,839,private,South East
2021-11-28,3068,2227,841,0,841,private,South East
2021-11-29,4898,3608,1290,6,1284,private,South East
2021-11-30,4817,3544,1273,1,1272,private,South East
2021-12-01,4863,3467,1396,10,1386,private,South East
2021-12-02,4329,3261,1068,4,1064,private,South East
2021-12-03,4030,2725,1305,8,1297,private,South East
2021-12-04,3324,2123,1201,14,1187,private,South East
2021-12-05,3069,2180,889,18,871,private,South East
2021-12-06,4697,3391,1306,51,1255,private,South East
2021-12-07,4658,3167,1491,142,1349,private,South East
2021-12-08,4716,3146,1570,204,1366,private,South East
2021-12-09,4509,2856,1653,251,1402,private,South East
2021-12-10,4259,2759,1500,284,1216,private,South East
2021-12-11,3860,2920,940,235,705,private,South East
2021-12-12,3729,2645,1084,352,732,private,South East
2021-12-13,6008,4193,1815,708,1107,private,South East
2021-12-14,7256,5285,1971,1096,875,private,South East
2021-12-15,8310,5938,2372,1493,879,private,South East
2021-12-16,7929,5406,2523,1695,828,private,South East
2021-12-17,7356,5005,2351,1600,751,private,South East
2021-12-18,6581,4768,1813,1331,482,private,South East
2021-12-19,6332,4600,1732,1310,422,private,South East
2021-12-20,9484,7275,2209,1739,470,private,South East
2021-12-21,10113,6815,3298,2731,567,private,South East
2021-12-22,10453,7424,3029,2613,416,private,South East
2021-12-23,10380,7428,2952,2590,362,private,South East
2021-12-24,8982,6174,2808,2507,301,private,South East
2021-12-25,3702,2540,1162,1048,114,private,South East
2021-12-26,5952,4334,1618,1489,129,private,South East
2021-12-27,10343,7665,2678,2483,195,private,South East
2021-12-28,10140,7227,2913,2774,139,private,South East
2021-12-29,14640,9919,4721,4493,228,private,South East
2021-12-30,12044,8719,3325,3202,123,private,South East
2021-12-31,8816,5601,3215,3110,105,private,South East
2022-01-01,5382,3547,1835,1766,69,private,South East
2022-01-02,8341,6153,2188,2115,73,private,South East
2022-01-03,10955,8189,2766,2686,80,private,South East
2022-01-04,16127,12125,4002,3886,116,private,South East
2022-01-05,10717,8028,2689,2626,63,private,South East
2022-01-06,8886,6557,2329,2262,67,private,South East
2022-01-07,5786,4087,1699,1659,40,private,South East
2022-01-08,4040,2979,1061,1030,31,private,South East
2022-01-09,3531,2741,790,774,16,private,South East
2022-01-10,5942,4521,1421,1390,31,private,South East
2022-01-11,4461,3267,1194,1169,25,private,South East
2022-01-12,3706,3046,660,637,23,private,South East
2022-01-13,3355,2628,727,702,25,private,South East
2022-01-14,2946,2374,572,555,17,private,South East
2022-01-15,2422,1684,738,709,29,private,South East
2022-01-16,2386,1587,799,769,30,private,South East
2022-01-17,4438,3668,770,736,34,private,South East
2022-01-18,4076,3161,915,873,42,private,South East
2022-01-19,3753,2784,969,909,60,private,South East
2022-01-20,3607,2706,901,837,64,private,South East
2022-01-21,3360,2764,596,561,35,private,South East
2022-01-22,2910,2477,433,402,31,private,South East
2022-01-23,3008,2567,441,393,48,private,South East
2022-01-24,4919,4143,776,706,70,private,South East
2022-01-25,4500,3608,892,807,85,private,South East
2022-01-26,4593,3830,763,677,86,private,South East
2022-01-27,3987,3245,742,652,90,private,South East
2022-01-28,3642,2965,677,564,113,private,South East
2022-01-29,2985,2254,731,615,116,private,South East
2022-01-30,2817,2032,785,628,157,private,South East
2022-01-31,4488,3743,745,628,117,private,South East
2022-02-01,3949,3410,539,440,99,private,South East
2022-02-02,3806,3307,499,418,81,private,South East
2022-02-03,3499,3106,393,303,90,private,South East
2022-02-04,2896,2558,338,267,71,private,South East
2022-02-05,2095,1644,451,317,134,private,South East
2022-02-06,1824,1519,305,231,74,private,South East
2022-02-07,3412,2863,549,389,160,private,South East
2022-02-08,2910,2548,362,233,129,private,South East
2022-02-09,2660,2292,368,233,135,private,South East
2022-02-10,2152,1865,287,181,106,private,South East
2022-02-11,1852,1569,283,189,94,private,South East
2022-02-12,1328,1101,227,143,84,private,South East
2022-02-13,1080,877,203,122,81,private,South East
2022-02-14,2237,1755,482,255,227,private,South East
2022-02-15,1876,1490,386,213,173,private,South East
2022-02-16,1965,1520,445,195,250,private,South East
2022-02-17,1750,1371,379,179,200,private,South East
2022-02-18,302,209,93,42,51,private,South East
2022-02-19,1480,1093,387,154,233,private,South East
2022-02-20,999,779,220,96,124,private,South East
2022-02-21,1871,1517,354,131,223,private,South East
2022-02-22,1468,1153,315,120,195,private,South East
2022-02-23,1189,939,250,91,159,private,South East
2022-02-24,956,738,218,63,155,private,South East
2022-02-25,942,752,190,57,133,private,South East
2022-02-26,691,548,143,41,102,private,South East
2022-02-27,665,496,169,44,125,private,South East
2022-02-28,237,183,54,7,47,private,South East
2021-11-15,2608,1871,737,0,737,private,South West
2021-11-16,2404,2097,307,0,307,private,South West
2021-11-17,2217,1962,255,0,255,private,South West
2021-11-18,2142,1832,310,0,310,private,South West
2021-11-19,1973,1795,178,0,178,private,South West
2021-11-20,1783,1609,174,0,174,private,South West
2021-11-21,1756,1602,154,0,154,private,South West
2021-11-22,2480,2228,252,0,252,private,South West
2021-11-23,2390,1850,540,0,540,private,South West
2021-11-24,2285,1816,469,0,469,private,South West
2021-11-25,2150,1568,582,1,581,private,South West
2021-11-26,2063,1638,425,0,425,private,South West
2021-11-27,1679,1239,440,0,440,private,South West
2021-11-28,1883,1496,387,0,387,private,South West
2021-11-29,2910,2309,601,2,599,private,South West
2021-11-30,2708,2106,602,3,599,private,South West
2021-12-01,2664,2048,616,2,614,private,South West
2021-12-02,2482,1990,492,1,491,private,South West
2021-12-03,2210,1553,657,6,651,private,South West
2021-12-04,1901,1227,674,8,666,private,South West
2021-12-05,1786,1340,446,6,440,private,South West
2021-12-06,2713,2274,439,12,427,private,South West
2021-12-07,2461,2159,302,15,287,private,South West
2021-12-08,2434,2008,426,37,389,private,South West
2021-12-09,2398,1938,460,38,422,private,South West
2021-12-10,2118,1524,594,82,512,private,South West
2021-12-11,1784,1524,260,41,219,private,South West
2021-12-12,1776,1277,499,111,388,private,South West
2021-12-13,2807,2270,537,152,385,private,South West
2021-12-14,3100,2514,586,285,301,private,South West
2021-12-15,3601,2975,626,347,279,private,South West
2021-12-16,3245,2287,958,566,392,private,South West
2021-12-17,2916,1934,982,615,367,private,South West
2021-12-18,2697,1813,884,582,302,private,South West
2021-12-19,2654,1768,886,652,234,private,South West
2021-12-20,3806,2623,1183,942,241,private,South West
2021-12-21,4098,2516,1582,1347,235,private,South West
2021-12-22,4869,3312,1557,1355,202,private,South West
2021-12-23,4902,3823,1079,939,140,private,South West
2021-12-24,4454,3078,1376,1196,180,private,South West
2021-12-25,1893,1658,235,214,21,private,South West
2021-12-26,3808,3673,135,123,12,private,South West
2021-12-27,5059,3783,1276,1190,86,private,South West
2021-12-28,5418,4249,1169,1093,76,private,South West
2021-12-29,6690,5164,1526,1450,76,private,South West
2021-12-30,6931,5213,1718,1651,67,private,South West
2021-12-31,5939,5401,538,509,29,private,South West
2022-01-01,3364,2981,383,368,15,private,South West
2022-01-02,6075,4862,1213,1173,40,private,South West
2022-01-03,6900,5674,1226,1190,36,private,South West
2022-01-04,8968,7531,1437,1401,36,private,South West
2022-01-05,5918,4585,1333,1298,35,private,South West
2022-01-06,5551,4327,1224,1206,18,private,South West
2022-01-07,3430,2757,673,659,14,private,South West
2022-01-08,2565,2056,509,495,14,private,South West
2022-01-09,2253,1719,534,524,10,private,South West
2022-01-10,3484,2702,782,768,14,private,South West
2022-01-11,2654,1993,661,654,7,private,South West
2022-01-12,2094,1761,333,326,7,private,South West
2022-01-13,1836,1457,379,368,11,private,South West
2022-01-14,1663,1424,239,230,9,private,South West
2022-01-15,1360,1045,315,309,6,private,South West
2022-01-16,1394,929,465,450,15,private,South West
2022-01-17,2416,2032,384,372,12,private,South West
2022-01-18,2194,1796,398,384,14,private,South West
2022-01-19,2188,1758,430,412,18,private,South West
2022-01-20,1968,1564,404,380,24,private,South West
2022-01-21,1905,1879,26,22,4,private,South West
2022-01-22,1598,1582,16,14,2,private,South West
2022-01-23,1584,1581,3,2,1,private,South West
2022-01-24,2796,2778,18,17,1,private,South West
2022-01-25,2514,2499,15,14,1,private,South West
2022-01-26,2505,2487,18,15,3,private,South West
2022-01-27,2164,2157,7,7,0,private,South West
2022-01-28,1947,1928,19,16,3,private,South West
2022-01-29,1662,1652,10,8,2,private,South West
2022-01-30,1545,1537,8,7,1,private,South West
2022-01-31,2613,2583,30,24,6,private,South West
2022-02-01,2246,2219,27,20,7,private,South West
2022-02-02,2176,2153,23,18,5,private,South West
2022-02-03,2027,1999,28,22,6,private,South West
2022-02-04,1704,1680,24,20,4,private,South West
2022-02-05,1185,1177,8,7,1,private,South West
2022-02-06,1071,1059,12,8,4,private,South West
2022-02-07,2066,2037,29,18,11,private,South West
2022-02-08,1801,1781,20,15,5,private,South West
2022-02-09,1754,1731,23,16,7,private,South West
2022-02-10,1400,1390,10,9,1,private,South West
2022-02-11,1102,1092,10,4,6,private,South West
2022-02-12,882,876,6,4,2,private,South West
2022-02-13,725,711,14,8,6,private,South West
2022-02-14,1480,1158,322,169,153,private,South West
2022-02-15,1340,1321,19,8,11,private,South West
2022-02-16,1223,1207,16,11,5,private,South West
2022-02-17,1072,1057,15,4,11,private,South West
2022-02-18,256,251,5,4,1,private,South West
2022-02-19,887,879,8,5,3,private,South West
2022-02-20,673,668,5,1,4,private,South West
2022-02-21,1042,1031,11,4,7,private,South West
2022-02-22,861,846,15,6,9,private,South West
2022-02-23,803,793,10,1,9,private,South West
2022-02-24,722,712,10,4,6,private,South West
2022-02-25,560,557,3,1,2,private,South West
2022-02-26,503,501,2,0,2,private,South West
2022-02-27,461,460,1,0,1,private,South West
2022-02-28,172,172,0,0,0,private,South West
2021-11-15,18,7,11,0,11,private,Unknown
2021-11-16,13,8,5,0,5,private,Unknown
2021-11-17,21,11,10,0,10,private,Unknown
2021-11-18,15,5,10,0,10,private,Unknown
2021-11-19,24,13,11,0,11,private,Unknown
2021-11-20,13,6,7,0,7,private,Unknown
2021-11-21,8,3,5,0,5,private,Unknown
2021-11-22,24,11,13,0,13,private,Unknown
2021-11-23,18,12,6,0,6,private,Unknown
2021-11-24,19,8,11,0,11,private,Unknown
2021-11-25,16,8,8,0,8,private,Unknown
2021-11-26,11,3,8,0,8,private,Unknown
2021-11-27,16,8,8,0,8,private,Unknown
2021-11-28,16,7,9,0,9,private,Unknown
2021-11-29,31,14,17,0,17,private,Unknown
2021-11-30,28,18,10,0,10,private,Unknown
2021-12-01,23,13,10,0,10,private,Unknown
2021-12-02,17,8,9,0,9,private,Unknown
2021-12-03,19,13,6,0,6,private,Unknown
2021-12-04,13,4,9,0,9,private,Unknown
2021-12-05,11,5,6,1,5,private,Unknown
2021-12-06,18,4,14,1,13,private,Unknown
2021-12-07,27,16,11,0,11,private,Unknown
2021-12-08,42,29,13,4,9,private,Unknown
2021-12-09,26,15,11,3,8,private,Unknown
2021-12-10,23,12,11,2,9,private,Unknown
2021-12-11,26,17,9,3,6,private,Unknown
2021-12-12,25,9,16,2,14,private,Unknown
2021-12-13,46,29,17,8,9,private,Unknown
2021-12-14,59,34,25,16,9,private,Unknown
2021-12-15,69,40,29,19,10,private,Unknown
2021-12-16,69,37,32,15,17,private,Unknown
2021-12-17,48,23,25,17,8,private,Unknown
2021-12-18,53,27,26,21,5,private,Unknown
2021-12-19,46,17,29,24,5,private,Unknown
2021-12-20,78,42,36,29,7,private,Unknown
2021-12-21,70,37,33,30,3,private,Unknown
2021-12-22,87,41,46,43,3,private,Unknown
2021-12-23,84,49,35,28,7,private,Unknown
2021-12-24,59,27,32,29,3,private,Unknown
2021-12-25,40,9,31,30,1,private,Unknown
2021-12-26,62,27,35,32,3,private,Unknown
2021-12-27,77,41,36,34,2,private,Unknown
2021-12-28,108,45,63,61,2,private,Unknown
2021-12-29,113,53,60,59,1,private,Unknown
2021-12-30,113,42,71,69,2,private,Unknown
2021-12-31,79,36,43,40,3,private,Unknown
2022-01-01,56,21,35,35,0,private,Unknown
2022-01-02,73,27,46,44,2,private,Unknown
2022-01-03,106,52,54,54,0,private,Unknown
2022-01-04,156,65,91,89,2,private,Unknown
2022-01-05,130,63,67,66,1,private,Unknown
2022-01-06,89,43,46,44,2,private,Unknown
2022-01-07,64,25,39,38,1,private,Unknown
2022-01-08,41,18,23,23,0,private,Unknown
2022-01-09,42,12,30,30,0,private,Unknown
2022-01-10,69,32,37,36,1,private,Unknown
2022-01-11,52,21,31,28,3,private,Unknown
2022-01-12,34,17,17,17,0,private,Unknown
2022-01-13,36,14,22,22,0,private,Unknown
2022-01-14,23,6,17,17,0,private,Unknown
2022-01-15,17,5,12,12,0,private,Unknown
2022-01-16,28,5,23,23,0,private,Unknown
2022-01-17,52,24,28,26,2,private,Unknown
2022-01-18,35,15,20,20,0,private,Unknown
2022-01-19,36,18,18,17,1,private,Unknown
2022-01-20,38,20,18,18,0,private,Unknown
2022-01-21,33,21,12,11,1,private,Unknown
2022-01-22,33,24,9,9,0,private,Unknown
2022-01-23,21,10,11,11,0,private,Unknown
2022-01-24,53,26,27,26,1,private,Unknown
2022-01-25,51,21,30,27,3,private,Unknown
2022-01-26,47,25,22,19,3,private,Unknown
2022-01-27,28,19,9,7,2,private,Unknown
2022-01-28,32,12,20,18,2,private,Unknown
2022-01-29,24,16,8,8,0,private,Unknown
2022-01-30,37,21,16,16,0,private,Unknown
2022-01-31,29,18,11,11,0,private,Unknown
2022-02-01,45,28,17,13,4,private,Unknown
2022-02-02,40,24,16,16,0,private,Unknown
2022-02-03,30,20,10,8,2,private,Unknown
2022-02-04,29,19,10,7,3,private,Unknown
2022-02-05,23,10,13,12,1,private,Unknown
2022-02-06,18,11,7,5,2,private,Unknown
2022-02-07,26,15,11,9,2,private,Unknown
2022-02-08,21,12,9,7,2,private,Unknown
2022-02-09,22,12,10,8,2,private,Unknown
2022-02-10,24,12,12,8,4,private,Unknown
2022-02-11,9,6,3,2,1,private,Unknown
2022-02-12,12,8,4,4,0,private,Unknown
2022-02-13,13,8,5,5,0,private,Unknown
2022-02-14,22,9,13,11,2,private,Unknown
2022-02-15,17,11,6,6,0,private,Unknown
2022-02-16,15,5,10,4,6,private,Unknown
2022-02-17,21,9,12,8,4,private,Unknown
2022-02-18,9,5,4,3,1,private,Unknown
2022-02-19,11,7,4,1,3,private,Unknown
2022-02-20,8,2,6,3,3,private,Unknown
2022-02-21,7,4,3,3,0,private,Unknown
2022-02-22,23,9,14,6,8,private,Unknown
2022-02-23,13,7,6,3,3,private,Unknown
2022-02-24,8,4,4,1,3,private,Unknown
2022-02-25,8,2,6,5,1,private,Unknown
2022-02-26,8,4,4,4,0,private,Unknown
2022-02-27,4,1,3,0,3,private,Unknown
2022-02-28,4,1,3,0,3,private,Unknown
